wavelength(nm),countrate,irradiance (watts/m^2)
175.00774606437906,90976.00463782265,0.001032633673411295
175.042216254349,95709.59935122835,0.0010861489562176312
175.0766856946738,101387.49433588004,0.001150357340052884
175.11115438520588,105647.2008216915,0.0011984526443134698
175.14562232579758,109057.74886682557,0.0012368981398838217
175.18008951630128,109717.25167347374,0.0012441331750013902
175.21455595656934,107645.43072825824,0.0012203997551825327
175.24902164645425,105060.58043334325,0.0011908604939581673
175.28348658580836,104166.00267922899,0.0011804883072329651
175.31795077448407,104879.91238838482,0.0011883452225240785
175.35241421233377,105781.68707843553,0.0011983272463614734
175.38687689920988,104533.83051706442,0.0011839584583375573
175.42133883496476,106978.59785459963,0.001211410056050236
175.45580001945086,112406.6105618382,0.0012726260761784078
175.4902604525206,119126.13752424612,0.0013484372354305495
175.5247201340264,124200.23149173585,0.0014055969638887313
175.5591790638207,121564.71765846916,0.0013755003293945244
175.59363724175589,113350.22915603935,0.0012823020067327187
175.62809466768434,109065.6966078191,0.0012335901191053915
175.66255134145862,109825.61405317367,0.001241941525284212
175.69700726293107,113328.3660542151,0.001281300387794684
175.73146243195416,116579.03709608455,0.001317794331159564
175.7659168483803,117726.03202997541,0.001330498951830907
175.80037051206187,115769.3032137381,0.0013081282590826312
175.8348234228515,115040.20111013693,0.001299635114644562
175.86927558060154,118419.17341693377,0.0013375460555790986
175.9037269851644,122992.11833815841,0.0013889254465289846
175.93817763639262,122306.30848039477,0.0013809102821309947
175.97262753413858,118580.15486730915,0.001338577709830891
176.0070766782548,117848.17124631975,0.001330054424353471
176.04152506859373,119339.88167871167,0.0013466265570590574
176.07597270500779,122347.53965326265,0.0013802947572524257
176.11041958734955,125152.77164554248,0.0014116665190339191
176.14486571547144,125278.21255099107,0.001412805099477573
176.1793110892259,129248.97993490474,0.001457299819549319
176.21375570846547,139366.07200738907,0.0015710642510298474
176.2481995730426,135984.9800424969,0.0015326498497531121
176.2826426828098,118717.01942488638,0.001337765914886412
176.31708503761956,105986.00082660902,0.0011940727909837765
176.35152663732433,108885.47931144878,0.0012264996763751187
176.3859674817767,113573.43283673968,0.0012790555768895065
176.42040757082907,113727.50190867067,0.0012805406604946242
176.45484690433406,123279.77055719311,0.001387825680926373
176.48928548214406,123102.525596581,0.0013855599216849777
176.52372330411166,110990.99511476021,0.0012489968996838186
176.55816037008933,107610.7964958836,0.001210722867322268
176.5925966799296,100829.86551751471,0.0011342097849374648
176.62703223348504,96194.16707498867,0.0010818530183375377
176.6614670306081,109769.79878224558,0.0012342914762875391
176.69590107115135,136299.91747159613,0.001532307093996417
