wavelength(nm),countrate,irradiance (watts/m^2)
175.00980094237246,91677.00724259777,0.0010405782665399003
175.04427153707897,97126.72638583469,0.001102218111252792
175.07874138213154,102330.36575793341,0.0011610416645819097
175.11321047738258,106329.08856719942,0.0012061737570481764
175.14767882268444,110264.95032520204,0.0012505751492781591
175.1821464178895,111700.55437964831,0.0012666078627495423
175.2166132628501,108629.88099903305,0.0012315462225084514
175.25107935741875,106281.49600648072,0.0012046854132230485
175.28554470144778,105465.27261144358,0.0011951985879420438
175.32000929478957,106671.53777522955,0.0012086311003156021
175.35447313729657,107196.74157461581,0.0012143431573296989
175.38893622882114,106576.06442654769,0.0012070747885929503
175.42339856921566,107810.5303029246,0.0012208164035011518
175.4578601583326,113034.70333413006,0.0012797220842377032
175.49232099602435,120280.57051902625,0.001361488746246062
175.52678108214334,125489.23560583724,0.001420168186467924
175.56124041654198,123873.33096449904,0.0014016057472753733
175.5956989990727,115281.58472934418,0.0013041356232037292
175.63015682958786,110384.62410477643,0.001248493220130733
175.66461390794,110412.42917191237,0.0012485627493694642
175.6990702339815,114419.06585111037,0.0012936167456148852
175.73352580756477,117487.8276112559,0.0013280515878946807
175.7679806285423,119123.3479542483,0.0013462751263006655
175.8024346967664,117615.73016293417,0.0013289762446675895
175.8368880120897,116359.01365843695,0.0013145186030327366
175.87134057436458,119727.86532683932,0.0013523118688288174
175.90579238344344,124133.20192225429,0.001401795016342325
175.9402434391788,124368.25939804745,0.0014041744355228873
175.97469374142307,120016.04731312938,0.0013547707004878935
176.00914329002876,119283.1810091983,0.0013462343806304778
176.04359208484829,120453.76261782652,0.0013591795870104872
176.0780401257341,123565.28790479808,0.0013940167245452034
176.11248741253877,126368.26118712955,0.0014253599538879096
176.14693394511468,126668.0233052572,0.00142846169653674
176.18137972331434,129767.1528834699,0.001463125110498863
176.21582474699025,141172.35950151764,0.0015914077213631268
176.25026901599483,138772.5836722461,0.0015640498101415364
176.28471253018066,121716.44402154208,0.00137154890710156
176.31915528940013,108188.61636687949,0.0012188738631836351
176.35359729350577,109621.14870033364,0.0012347718502639183
176.38803854235016,114963.94491446746,0.0012947002188706976
176.42247903578567,115092.13179598033,0.0012958908050374493
176.4569187736649,124449.68110361365,0.0014009795338748125
176.4913577558403,125257.52862854338,0.0014097986451289428
176.52579598216442,113593.99207379782,0.0012782737726508924
176.56023345248974,109348.65073369292,0.0012302609198787506
176.59467016666878,102722.08447411719,0.0011554813125869091
176.62910612455408,97098.30596809165,0.0010920086444136988
176.66354132599812,109032.04810655213,0.0012259815447693521
176.6979757708535,134959.12439867173,0.0015172158532659762
176.73240945897268,156742.32532032023,0.0017617601461514798
176.76684239020824,159995.3588716262,0.0017979734529176053
176.80127456441264,151469.2963396661,0.001701828963637642
176.83570598143854,141268.42379482382,0.001586908306057497
176.87013664113837,134993.03922986938,0.0015161199348969518
176.90456654336475,132100.09015328297,0.001483340192804746
176.93899568797013,128190.93540766339,0.001439164550949918
176.97342407480724,126508.45793044913,0.0014199995364658291
177.00785170372845,136632.86125258822,0.0015333430399586082
177.04227857458645,155021.8816451829,0.001739372934452065
177.07670468723373,146113.48726182568,0.0016391004483132506
177.11113004152284,138848.58090882367,0.00155730000768296
177.1455546373064,156318.80875632397,0.001752902145941883
177.17997847443698,169653.54041700825,0.001902063347757674
177.2144015527671,159031.26562253415,0.0017826258381527353
177.24882387214933,155620.3044040135,0.0017440526552401036
177.2832454324364,176433.04147610685,0.001976919210675518
177.3176662334807,186111.0392549841,0.002084955652698643
177.35208627513498,182754.64916442626,0.0020469575044461605
