wavelength(nm),countrate,irradiance (watts/m^2)
175.0124796452242,91349.35004348576,0.0010368433292939207
175.0469507675382,96479.55005448959,0.0010948570362931827
175.08142114018676,102156.5846446128,0.001159052201331759
175.11589076302232,106627.53400226391,0.0012095407430675843
175.15035963589725,109416.76374305837,0.0012409364072476007
175.18482775866389,110078.98016412971,0.0012482012156153084
175.21929513117456,107720.9523745935,0.0012212229291413141
175.25376175328182,105278.78585534015,0.0011933015737293157
175.28822762483796,104650.9124869552,0.0011859515962750777
175.32269274569538,106362.98336650342,0.0012051166101726609
175.3571571157065,106172.93896853097,0.0012027269360605005
175.39162073472372,106095.91002832695,0.0012016181936482546
175.4260836025994,107834.94464897612,0.001221074174971599
175.46054571918597,112812.50516593474,0.0012771869196412907
175.49500708433584,119775.60351894036,0.0013557521351979895
175.52946769790148,124413.62457455508,0.0014079738901809891
175.56392755973525,122511.9749416386,0.0013861810176740953
175.5983866696896,113385.08754165436,0.0012826616574667497
175.63284502761687,109962.1769216288,0.0012436961414279764
175.66730263336962,110153.44114127496,0.0012456150027476947
175.7017594868002,113309.77193091737,0.0012810555112358435
175.73621558776102,117199.9244526691,0.001324776929045847
175.7706709361046,118513.36029838181,0.00133936083716742
175.80512553168322,116572.65328299491,0.0013171700381370405
175.83957937434954,115479.4551954613,0.0013045621815948086
175.8740324639559,119205.20659974971,0.001346387893402214
175.9084848003547,124371.8240113807,0.0014044681995193811
175.9429363833985,123502.05440085444,0.0013943732432933104
175.97738721293962,119728.3531284424,0.0013515024515573053
176.01183728883066,119103.63163972915,0.001344187405669737
176.046286610924,119980.71359494854,0.0013538210614063978
176.0807351790721,123076.78419695674,0.001388484358780496
176.1151829931275,125301.90981271952,0.001413310502948455
176.1496300529426,125584.06557957146,0.001416216002741366
176.18407635836988,130816.90917949972,0.001474938541038613
176.2185219092619,140695.8253072467,0.00158601157135743
176.252966705471,135943.08360839562,0.0015321362054317865
176.28741074684982,119080.2623897377,0.0013418228345661795
176.32185403325073,106246.05696198504,0.0011969702926145473
176.35629656452625,109875.32941578452,0.0012376159970898409
176.39073834052894,114231.25440530338,0.001286429119480106
176.42517936111122,114857.08295484573,0.001293224456139334
176.45961962612563,124063.70083273863,0.0013966130239414871
176.49405913542466,123596.88540939972,0.0013910864801327126
176.5284978888608,112365.63000121954,0.0012644316545665402
176.56293588628662,108248.37784132136,0.0012178633177139999
176.59737312755456,101331.54053771471,0.0011398221712776116
176.6318096125172,96585.90418032988,0.0010862293311978968
176.66624534102698,110192.33090143284,0.00123900906834805
176.70068031293653,137539.13743078941,0.0015461967964476061
176.7351145280983,156477.66390252693,0.0017587584720625583
176.76954798636487,157695.87181151405,0.0017721054751666518
176.80398068758868,149346.463623541,0.0016779522543710723
176.83841263162242,139157.73798106433,0.0015631744471821538
176.87284381831847,133491.0733856553,0.0014992282634088408
176.9072742475295,130792.1696602203,0.0014686311907301298
176.94170391910794,126678.46943374662,0.0014221627417178595
176.97613283290647,126536.49721589654,0.0014202925255907674
177.01056098877754,138152.45404862514,0.0015503727260394993
177.04498838657378,154652.8470169769,0.001735205741556472
177.0794150261477,142892.37567463005,0.0016029414982484053
177.11384090735186,139318.53433645284,0.0015625470020540063
177.14826603003883,157464.5347909434,0.001765722873914206
177.1826903940612,168062.8535367003,0.0018842005908331625
177.21711399927153,155555.27099526278,0.0017436357561922409
177.25153684552234,156779.9843051384,0.0017570224133931882
177.28595893266635,177843.00720522573,0.0019926872725246508
177.32038026055602,185127.62465104475,0.0020739069603933776
177.354800829044,180004.33839753407,0.002016121578373266
177.38922063798285,167599.71204978117,0.0018768204929312316
177.42363968722512,160503.10773480945,0.001797002395358236
