wavelength(nm),countrate,irradiance (watts/m^2)
174.977884137475,91483.35743460833,0.001038569653317919
175.0123559849496,91853.69588242716,0.0010425685469525926
175.0123559849496,91884.1962597018,0.001042914735896992
175.046827082907,96919.59731360934,0.0010998515021162483
175.08129743119952,102039.29454709009,0.0011577222647471176
175.11576702967955,106222.59539536781,0.0012049481304160796
175.15023587819945,109579.02914200412,0.0012427775978979911
175.1847039766116,110112.5043078583,0.0012485822328730252
175.21917132476835,107690.19758174103,0.0012208751274149457
175.25363792252216,105642.64060157248,0.0011974265977002891
175.28810376972544,104884.42031441428,0.00118859865270421
175.32256886623048,105676.78019930139,0.001197342619414099
175.35703321188979,106053.01389498831,0.0012013692738222885
175.39149680655572,105891.61742107694,0.0011993052693569377
175.4259596500806,108017.09318583542,0.0012231376069214634
175.46042174231695,113067.06531148822,0.0012800697819921258
175.49488308311714,119791.49546833367,0.0013559329758506089
175.5293436723336,125464.3588543169,0.0014198659257539919
175.56380350981874,122870.83825281214,0.0013902424153924699
175.59826259542498,113666.01414444526,0.0012858405305061576
175.63272092900465,110236.06979980982,0.001246794810421017
175.66717851041037,110485.27398952683,0.001249368251043637
175.70163533949443,113872.04864209461,0.0012874133984754966
175.73609141610928,117134.54860892246,0.001324038884505218
175.7705467401074,118817.97479552192,0.0013428043406859872
175.8050013113411,116754.8491939975,0.0013192296263030902
175.83945512966304,116499.95360255195,0.001316091600512609
175.87390819492552,119786.40916208221,0.0013529533620792887
175.908360506981,124229.36174434413,0.0014028604363154173
175.942812065682,123482.28160379754,0.0013941509878820024
175.9772628708809,119681.6452390921,0.0013509761640411433
176.0117129224302,118599.08623136015,0.0013384941204895604
176.04616222018237,120809.36750182044,0.001363172269965985
176.0806107639898,123501.70650759494,0.0013932790822564357
176.11505855370504,125455.80033967036,0.0014150472712124076
176.14950558918056,125305.67240924916,0.0014130775514467247
176.1839518702688,130302.35932891382,0.001469138116502912
176.21839739682227,140982.5547446681,0.001589244888308548
176.25284216869338,136119.59282424863,0.0015341266231344334
176.28728618573473,119322.67115125741,0.0013445553003456373
176.3217294477987,106323.6945516159,0.0011978458056914104
176.35617195473785,110574.66272773282,0.0012454940420845474
176.39061370640468,114478.6345749149,0.0012892159321833952
176.4250547026516,115096.90484583798,0.0012959256278764599
176.45949494333124,124444.5865119018,0.0014009017296699618
176.493934428296,123870.70388343801,0.0013941692999809743
176.52837315739845,111801.9751311815,0.0012580898294592907
176.56281113049104,108371.8890915033,0.0012192537595839177
176.59724834742633,101223.41355005313,0.0011386067154155455
176.63168480805683,96533.54498596331,0.0010856412536427496
176.66612051223504,111027.44873199226,0.001248400064588477
176.70055545981356,137866.81908668685,0.0015498816454094465
176.7349896506448,156740.1463096653,0.001761709934446462
176.76942308458138,158168.72334233945,0.0017774203944834403
